ID,NAME,PHONENUMBER,ADDRESS,CITY,STATE,PHONEAREACODE,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8
1445980000029,3639WrigleyRooftop,(312) 382-9100,"3639 N Sheffield Ave, Chicago, IL 60687",Chicago,IL,312382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000030,4DayFurniture,(608) 709-1244,"4636 E Washington, Madison, WI 53704",Madison,WI,608709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000031,420BakeryCafe,(608) 819-8893,"305 N 4th St, Madison, WI 53704",Madison,WI,608819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000032,43North,(608) 255-4343,"108 King St, Madison, WI 53703",Madison,WI,608255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000033,4505BurgersBBQ,(415) 231-6993,"705 Divisadero St, San Francisco, CA 94117",San Francisco,CA,415231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000034,4505Meats,(415) 255-3094,"1 Ferry Building, San Francisco, CA 94111",San Francisco,CA,415255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000035,49thand6thHalalFoodTruck,1445980000000,"49th St at 6th Ave, New York, NY 10019",New York,NY,212586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000036,5100BarGrill,(608) 223-5100,"5100 Erling Ave, Mcfarland, WI 53558",Mcfarland,WI,608223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000037,54Gourmet,(212) 767-0009,"250 W 54th St, New York, NY 10019",New York,NY,212767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000038,5411Empanadas,(773) 755-5411,"Chicago, IL",Chicago,IL,773755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000039,5iIndochineCuisine,(310) 572-6000,"5407 Sepulveda Blvd, Culver City, CA 90230",Culver City,CA,310572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000040,5thElementCoffee,(608) 604-0552,"2510 University Ave, Madison, WI 53705",Madison,WI,608604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000041,5thQuarterSportsBarGrill,(608) 845-9690,"161 Horizon Dr, Verona, WI 53593",Verona,WI,608845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000042,6Degrees,(773) 904-8812,"1935 N Damen, Chicago, IL 60647",Chicago,IL,773904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000043,608RestaurantandBar,(608) 250-5150,"212 State St, Madison, WI 53703",Madison,WI,608250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000044,61Local,(718) 875-1150,"61 Bergen St, Brooklyn, NY 11201",Brooklyn,NY,718875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000045,694WineSpirits,(312) 492-6620,"694 N Milwaukee Ave, Chicago, IL 60642",Chicago,IL,312492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000046,707Sutter,(415) 346-7979,"707 Sutter St, San Francisco, CA 94109",San Francisco,CA,415346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000047,8thAvenueHolidayMarket,1445980000000,"46th St 8th Ave, New York, NY 10036",New York,NY,212586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000048,9021PHO,(323) 656-9021,"7950 W Sunset Blvd, West Hollywood, CA 90046",West Hollywood,CA,323656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000049,99CentstheLimitIncorporated,(718) 891-8283,"2845 Coney Island Ave, Brooklyn, NY 11235",Brooklyn,NY,718891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000050,99FavorTaste,(646) 682-9122,"285 Grand St, New York, NY 10002",New York,NY,646682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000051,A,(310) 398-7700,"12565 Washington Blvd, Los Angeles, CA 90066",Los Angeles,CA,310398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000052,AMMarket,(415) 931-2153,"1600 Sutter St, San Francisco, CA 94109",San Francisco,CA,415931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000053,ABakersTale,(872) 206-5581,"2127 W Division St, Chicago, IL 60622",Chicago,IL,872206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000054,AChefInYourKitchen,(860) 967-5012,"231 North St, Dane, WI 53529",Dane,WI,860967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000055,AFoodAffair,(310) 557-9795,"1515 S Robertson Blvd, Los Angeles, CA 90035",Los Angeles,CA,310557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000056,ALaBrasa,(608) 251-1700,"15 N Broom St, Madison, WI 53703",Madison,WI,608251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000057,ALaTurcaRestaurant,(415) 345-1011,"869 Geary St, San Francisco, CA 94109",San Francisco,CA,415345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000058,ALittleTaste,(212) 431-1000,"148 W 28th St, New York, NY 10001",New York,NY,212431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000059,ANewLeafFlowersandGifts,(608) 221-8800,"4106 Monona Dr, Madison, WI 53716",Madison,WI,608221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000060,APigInaFurCoat,(608) 316-3300,"940 Williamson St, Madison, WI 53703",Madison,WI,608316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000061,ATasteOfMagic,(559) 862-4424,"733 9th Ave, Manhattan, NY 10019",Manhattan,NY,559862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000062,AWsreviewofVersaillesRestauran,(310) 289-0392,"1415 S La Cienega Blvd, Los Angeles, CA 90035",Los Angeles,CA,310289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000063,AWomansTouch,(608) 250-1928,"302 S Livingston St, Madison, WI 53703",Madison,WI,608250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000064,AWRestaurant,(608) 846-4314,"4505 Lake Cir, Windsor, WI 53598",Windsor,WI,608846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000065,Apostrophe,1445980000000,"411 S Main St, Los Angeles, CA 90013",Los Angeles,CA,323549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000066,A8China,(608) 250-8888,"608 University Ave, Madison, WI 53715",Madison,WI,608250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000067,AAATargetedWritingCoachingServices,(773) 907-8660,"5415 N Clark St, Chicago, IL 60640",Chicago,IL,773907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000068,AardvarkPropertyHazardAnalysis,(310) 901-3102,"3300 S Sepulveda Blvd, Los Angeles, CA 90034",Los Angeles,CA,310901,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000069,AaronSsreviewofRotiMediterraneanGril,(312) 236-3500,"310 W Adams, Chicago, IL 60606",Chicago,IL,312236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000070,AaronsApothecary,(773) 360-8595,"2338 N Clark St, Chicago, IL 60614",Chicago,IL,773360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000071,AaronsRefrigeration,(646) 791-6938,"New York, NY 10011",New York,NY,646791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000072,Aatxe,(415) 471-2977,"2170 Market St, San Francisco, CA 94114",San Francisco,CA,415471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000073,AbbeyPubRestaurant,(773) 478-4408,"3420 W Grace St, Chicago, IL 60618",Chicago,IL,773478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000074,ABCEricsonAutoService,(212) 604-9801,"557 W 37th St, New York, NY 10018",New York,NY,212604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000075,ABCKitchen,(212) 475-5829,"35 E 18th St, New York, NY 10003",New York,NY,212475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000076,AberdeenManorBallroomEventCtr,(219) 465-7130,"216 Ballantrae St, Valparaiso, IN 46385",Valparaiso,IN,219465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1445980000077,AbigaelsRestaurantCatering,(212) 575-1407,"1407 Broadway, New York, NY 10018",New York,NY,212575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000078,AblanGuitarandMusicEducation,(608) 385-2571,"1648 W Kinzie, Chicago, IL 60622",Chicago,IL,608385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000079,AbsintheBrasserieBar,(415) 551-1590,"398 Hayes St, San Francisco, CA 94102",San Francisco,CA,415551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000080,AbsolutelyPhobulous,(310) 360-3930,"350 N La Cienega Blvd, West Hollywood, CA 90048",West Hollywood,CA,310360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000081,Abuelos,(608) 831-0739,"2229 Deming Way, Middleton, WI 53562",Middleton,WI,608831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000082,Abuelos,(608) 831-0739,"2229 Deming Way, Middleton, WI 53562",Middleton,WI,608831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000083,ACAGrill,(213) 674-7708,"3062 W 8th St, Los Angeles, CA 90005",Los Angeles,CA,213674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000084,AcademyofHwaRangDO,(608) 249-4606,"4512 E Washington Ave, Madison, WI 53704",Madison,WI,608249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000085,AccreditedHomePerformanceTesting,(608) 241-5425,"2935 S Fish Hatchery Rd, Madison, WI 53711",Madison,WI,608241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000086,AccurateTreeService,(608) 347-8510,"West Mineral Point Rd, Madison, WI 53572",Madison,WI,608347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000087,AceArborCareLandscape,(714) 605-4854,"Santa Ana, CA 92707",Santa Ana,CA,714605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000088,AceHardware,(608) 849-8500,"205 S Century Ave, Waunakee, WI 53597",Waunakee,WI,608849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000089,AceHardwareCenter,(608) 257-1630,"1398 Williamson St, Madison, WI 53703",Madison,WI,608257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000090,AcesMainTap,(608) 835-3330,"121 S Main St, Oregon, WI 53575",Oregon,WI,608835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000091,AchchaKhao,(502) 214-5949,"Niles, IL 60714",Niles,IL,502214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000092,AciernoDental,(847) 891-6755,"129 S Roselle Rd, Schaumburg, IL 60193",Schaumburg,IL,847891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000093,AcmeBreadCompany,(415) 288-2978,"1 Ferry Bldg, San Francisco, CA 94105",San Francisco,CA,415288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000094,Acquerello,(415) 567-5432,"1722 Sacramento St, San Francisco, CA 94109",San Francisco,CA,415567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000095,Acquerello,(415) 567-5432,"1722 Sacramento St, San Francisco, CA 94109",San Francisco,CA,415567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000096,AcreCafe,(415) 561-2273,"1013 Torney Ave, Ste B-120, San Francisco, CA 94129",San Francisco,CA,415561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000097,ActiveNutrition,(415) 255-2844,"2275 Market St, San Francisco, CA 94114",San Francisco,CA,415255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000098,AdaStreet,(773) 697-7069,"1664 N Ada St, Chicago, IL 60642",Chicago,IL,773697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000099,AdamsMediterraneanGrillCaf,(510) 271-8010,"1442 Franklin St, Oakland, CA 94612",Oakland,CA,510271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000100,AdamahNeighborhoodTable,(608) 441-1574,"611 Langdon St, Madison, WI 53703",Madison,WI,608441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000101,ADCFloors,(800) 232-0342,"6339 N Pulaski Rd, Chicago, IL 60646",Chicago,IL,800232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000102,Adella,(212) 273-0737,"410 W 43rd St, New York, NY 10036",New York,NY,212273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000103,AdeptComputerServicesLLC,(608) 244-7800,"1617 Ruskin St, Madison, WI 53704",Madison,WI,608244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000104,AdobeBlues,(718) 720-2583,"63 Lafayette Ave, Staten Island, NY 10301",Staten Island,NY,718720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000105,ADSXJRAutoRepair,(212) 627-7711,"441 W 37th St, New York, NY 10018",New York,NY,212627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000106,AdvancedPainManagement,(608) 267-6475,"202 S Park St, Madison, WI 53715",Madison,WI,608267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000107,AdvocateChildrensHospital,(855) 312-5437,"1675 Dempster St, Park Ridge, IL 60068",Park Ridge,IL,855312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000108,AdyarAnandaBhavan,(212) 750-6666,"1071 1st Ave, New York, NY 10022",New York,NY,212750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000109,AegisTradingEnterprises,(818) 972-9038,"1313 W Magnolia Blvd, Burbank, CA 91506",Burbank,CA,818972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000110,AfghanKebabHouseII,(718) 813-9556,"1345 2nd Ave, New York, NY 10021",New York,NY,718813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000111,AfricanAmericanBestFood,(212) 690-8052,"410 Malcolm X Blvd, New York, NY 10037",New York,NY,212690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000112,AfterlifeAntiquesOddities,(608) 957-2345,"2332 Atwood Ave, Madison, WI 53704",Madison,WI,608957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000113,AgelessConcrete,(608) 242-2446,"5518 Cty Rd CV, Madison, WI 53704",Madison,WI,608242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000114,AgentProvocateur,(312) 335-0229,"47 E Oak St, Chicago, IL 60611",Chicago,IL,312335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000115,AgentProvocateur,(415) 421-0229,"54 Geary St, San Francisco, CA 94108",San Francisco,CA,415421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000116,AHSmithCustomFloors,(608) 335-9040,"2650 E Washington, Madison, WI 53704",Madison,WI,608335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000117,AhgassiGopchang,(213) 249-9678,"3744 W 6th St, Los Angeles, CA 90005",Los Angeles,CA,213249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000118,Aicha,(415) 345-9947,"1303 Polk St, San Francisco, CA 94109",San Francisco,CA,415345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000119,Aita,(718) 576-3584,"132 Greene Ave, Brooklyn, NY 11238",Brooklyn,NY,718576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000120,AJBombers,(608) 305-4474,"201 W Gorham St, Madison, WI 53703",Madison,WI,608305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000121,AJsPizzeriaandDiner,(608) 497-1303,"300 S Main St, Verona, WI 53593",Verona,WI,608497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000122,AKSubs,(415) 241-9600,"397 8th St, San Francisco, CA 94103",San Francisco,CA,415241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000123,AKAAutomotive,(608) 846-3018,"6780 Depot St, Windsor, WI 53598",Windsor,WI,608846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000124,Akbar,(323) 665-6810,"4356 W Sunset Blvd, Los Angeles, CA 90029",Los Angeles,CA,323665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000125,AkiAsreviewofJoesShangha,(212) 233-8888,"9 Pell St, New York, NY 10013",New York,NY,212233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000126,AkikosRestaurant,(415) 397-3218,"431 Bush St, San Francisco, CA 94108",San Francisco,CA,415397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000127,Al,1445980000000,"236 W Division St, Chicago, IL 60610",Chicago,IL,800586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000128,AladdinSweetsRestaurant,(718) 784-2554,"2906 36th Ave, Astoria, NY 11106",Astoria,NY,718784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000129,Alameda,1445980000000,"195 Franklin St, Brooklyn, NY 11222",Brooklyn,NY,718875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000130,AlanKoaSalonSpa,(608) 284-1956,"202 State St, Madison, WI 53703",Madison,WI,608284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000131,AlbertsMexicanGrill,(323) 466-1193,"5210 Beverly Blvd, Los Angeles, CA 90004",Los Angeles,CA,323466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000132,Albertinos,(415) 563-4761,"1897 Lombard St, San Francisco, CA 94123",San Francisco,CA,415563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000133,AlbertosMofongoHouse,(212) 569-3441,"4762 Broadway, New York, NY 10034",New York,NY,212569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000134,AlbitasGrill,(323) 373-9670,"2851 Crenshaw Blvd, Los Angeles, CA 90016",Los Angeles,CA,323373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000135,AlbonaRistoranteIstriano,(415) 441-1040,"545 Francisco St, San Francisco, CA 94133",San Francisco,CA,415441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000136,AlborzPersianCuisine,(415) 440-4321,"1245 Van Ness Ave, San Francisco, CA 94109",San Francisco,CA,415440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000137,Alchemy,(608) 204-7644,"1980 Atwood Ave, Madison, WI 53704",Madison,WI,608204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000138,AlcoveCafBakery,(323) 644-0100,"1929 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,CA,323644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000139,AldosCafe,(608) 204-3943,"330 N Orchard St, Madison, WI 53715",Madison,WI,608204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000140,AleAsylum,(608) 663-3926,"2002 Pankratz St, Madison, WI 53704",Madison,WI,608663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000141,Alegrias,(415) 929-8888,"2018 Lombard St, San Francisco, CA 94123",San Francisco,CA,415929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000142,AlexAldo,(708) 354-1390,"720 E 31st St, La Grange Park, IL 60526",La Grange Park,IL,708354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000143,AlexCatering,(213) 926-2788,"Los Angeles, CA 90046",Los Angeles,CA,213926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000144,AlexPsreviewofRussianTeaTim,(312) 360-0000,"77 E Adams St, Chicago, IL 60603",Chicago,IL,312360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1445980000145,AlexSaloutos,(608) 345-9009,"429 Gammon Pl, Madison, WI 53719",Madison,WI,608345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1445980000146,AlexandersSteakhouse,(626) 486-1111,"111 N Los Robles Ave, Pasadena, CA 91101",Pasadena,CA,626486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000147,Alexandra,(212) 255-3838,"455 Hudson St, New York, NY 10014",New York,NY,212255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000148,AlexandriaPalace,(201) 435-4700,"333 W Side Ave, Jersey City, NJ 07305",Jersey City,NJ,201435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1445980000149,AlexisMsreviewofFishmarketRestauran,(917) 983-0682,"111 South St, New York, NY 10038",New York,NY,917983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000150,AlexisMsreviewofScomasOfSausalit,(415) 332-9551,"588 Bridgeway, Sausalito, CA 94965",Sausalito,CA,415332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445980000151,Alfies,(212) 757-2390,"800 9th Ave, New York, NY 10019",New York,NY,212757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1445980000152,AlfioBoutiqueItaliana,(415) 241-9200,"526 Castro St, San Francisco, CA 94114",San Francisco,CA,415241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
